Date,Strawberry
9/1/2015,160
9/2/2015,100
9/3/2015,138
9/4/2015,166
9/5/2015,159.91
9/6/2015,148.01
9/7/2015,156.87
9/8/2015,176
9/9/2015,129
9/10/2015,181
9/11/2015,157
9/12/2015,154.48
9/13/2015,173.34
9/14/2015,206
9/15/2015,223
9/16/2015,161
9/17/2015,160
9/18/2015,135
9/19/2015,149.83
9/20/2015,178.24
9/21/2015,188
9/22/2015,186
9/23/2015,145
9/24/2015,145
9/25/2015,137
9/26/2015,143.07
9/27/2015,181.53
9/28/2015,144
9/29/2015,154
9/30/2015,119
10/1/2015,123
10/2/2015,123
10/3/2015,122.36
10/4/2015,150.73
10/5/2015,143
10/6/2015,147
10/7/2015,83
10/8/2015,126
10/9/2015,92
10/10/2015,87.47
10/11/2015,133.13
10/12/2015,103.07
10/13/2015,117
10/14/2015,94
10/15/2015,92
10/16/2015,81
10/17/2015,113.77
10/18/2015,94.8
10/19/2015,77
10/20/2015,86
10/21/2015,67
10/22/2015,73
10/23/2015,46
10/24/2015,66.96
10/25/2015,73.11
10/26/2015,71
10/27/2015,71
10/28/2015,49
10/29/2015,62
10/30/2015,58
10/31/2015,57.84
11/1/2015,54.03
11/2/2015,27
11/3/2015,38
11/4/2015,37
11/5/2015,27
11/6/2015,32
11/7/2015,47.06
11/8/2015,43.89
11/9/2015,36
11/10/2015,40
11/11/2015,57.21
11/12/2015,23
11/13/2015,34
11/14/2015,35.92
11/15/2015,31.34
11/16/2015,35
11/17/2015,34
11/18/2015,22
11/19/2015,26
11/20/2015,48
11/21/2015,37.03
11/22/2015,31.9
11/23/2015,69
11/24/2015,85
11/25/2015,42
11/26/2015,57.94
11/27/2015,33
11/28/2015,34.69
11/29/2015,43.14
11/30/2015,35
12/1/2015,36
12/2/2015,27
12/3/2015,22
12/4/2015,21
12/5/2015,28.55
12/6/2015,28.8
12/7/2015,49
12/8/2015,56
12/9/2015,47
12/10/2015,47
12/11/2015,32
12/12/2015,36.24
12/13/2015,68.34
12/14/2015,30
12/15/2015,20
12/16/2015,12
12/17/2015,8
12/18/2015,2
12/19/2015,18.16
12/20/2015,19.19
12/21/2015,19.91
12/22/2015,22.4
12/23/2015,61.22
12/24/2015,60.39
12/25/2015,29.75
12/26/2015,26.76
12/27/2015,29.39
12/28/2015,65.59
12/29/2015,24.89
12/30/2015,62.43
12/31/2015,56.98
1/1/2016,23.47
1/2/2016,22.23
1/3/2016,19.79
1/4/2016,18.65
1/5/2016,22.53
1/6/2016,74.65
1/7/2016,59.69
1/8/2016,24.87
1/9/2016,24.7
1/10/2016,24.67
1/11/2016,23.6
1/12/2016,42.78
1/13/2016,122.91
1/14/2016,66.01
1/15/2016,132.94
1/16/2016,132.5
1/17/2016,129.53
1/18/2016,127.86
1/19/2016,140.87
1/20/2016,74.77
1/21/2016,74.77
1/22/2016,74.69
1/23/2016,74.69
1/24/2016,74.69
1/25/2016,74.69
1/26/2016,74.69
1/27/2016,74.69
1/28/2016,74.62
1/29/2016,74.62
1/30/2016,74.62
1/31/2016,74.62
2/1/2016,74.62
2/2/2016,74.62
2/3/2016,74.55
2/4/2016,74.55
2/5/2016,74.55
2/6/2016,74.55
2/7/2016,74.55
2/8/2016,74.55
2/9/2016,74.5
2/10/2016,74.5
2/11/2016,74.5
2/12/2016,74.5
2/13/2016,74.5
2/14/2016,74.5
2/15/2016,74.45
2/16/2016,74.45
2/17/2016,74.45
2/18/2016,74.45
2/19/2016,74.45
2/20/2016,74.45
2/21/2016,74.4
2/22/2016,74.4
2/23/2016,74.4
2/24/2016,17
2/25/2016,43
2/26/2016,48
2/27/2016,60.99
2/28/2016,66.1
2/29/2016,119
3/1/2016,103
3/2/2016,39
3/3/2016,89
3/4/2016,97
3/5/2016,81.61
3/6/2016,82.69
3/7/2016,4
3/8/2016,55
3/9/2016,61
3/10/2016,75
3/11/2016,37
3/12/2016,59.04
3/13/2016,68.64
3/14/2016,77
3/15/2016,122
3/16/2016,69
3/17/2016,98
3/18/2016,159
3/19/2016,145.33
3/20/2016,146.11
3/21/2016,218
3/22/2016,241
3/23/2016,146
3/24/2016,177
3/25/2016,213
3/26/2016,233.44
3/27/2016,235.15
3/28/2016,311
3/29/2016,326
3/30/2016,191
3/31/2016,193
4/1/2016,227
4/2/2016,254.74
4/3/2016,265.42
4/4/2016,376
4/5/2016,413
4/6/2016,332
4/7/2016,371
4/8/2016,264
4/9/2016,266.52
4/10/2016,276.42
4/11/2016,308
4/12/2016,308
4/13/2016,216
4/14/2016,229
4/15/2016,252
4/16/2016,291.98
4/17/2016,289.49
4/18/2016,324
4/19/2016,315
4/20/2016,261
4/21/2016,248
4/22/2016,248
4/23/2016,296.44
4/24/2016,314.42
4/25/2016,353
4/26/2016,347
4/27/2016,272
4/28/2016,270
4/29/2016,336
4/30/2016,336.36
5/1/2016,363.49
5/2/2016,473
5/3/2016,501
5/4/2016,376
5/5/2016,366
5/6/2016,360
5/7/2016,380.86
5/8/2016,387.99
5/9/2016,478
5/10/2016,467
5/11/2016,391
5/12/2016,357
5/13/2016,352
5/14/2016,420.93
5/15/2016,390.34
5/16/2016,432
5/17/2016,385
5/18/2016,371.34
5/19/2016,349
5/20/2016,344
5/21/2016,404.69
5/22/2016,432.95
5/23/2016,374
5/24/2016,396
5/25/2016,289
5/26/2016,279
5/27/2016,304
5/28/2016,327.96
5/29/2016,388.56
5/30/2016,352.67
5/31/2016,267
6/1/2016,240
6/2/2016,181
6/3/2016,256
6/4/2016,258.7
6/5/2016,265.17
6/6/2016,292
6/7/2016,295
6/8/2016,255
6/9/2016,182
6/10/2016,295
6/11/2016,274.97
6/12/2016,275.65
6/13/2016,321
6/14/2016,299
6/15/2016,270
6/16/2016,222
6/17/2016,204
6/18/2016,236.56
6/19/2016,235.86
6/20/2016,261
6/21/2016,245
6/22/2016,213
6/23/2016,191
6/24/2016,180
6/25/2016,233.83
6/26/2016,199.52
6/27/2016,201
6/28/2016,189
6/29/2016,158
6/30/2016,132
7/1/2016,144
7/2/2016,166.18
7/3/2016,164.94
7/4/2016,190.44
7/5/2016,146
7/6/2016,135
7/7/2016,111
7/8/2016,143
7/9/2016,177.1
7/10/2016,152.33
7/11/2016,160
7/12/2016,165
7/13/2016,157
7/14/2016,140
7/15/2016,128
7/16/2016,165.24
7/17/2016,149.7
7/18/2016,162
7/19/2016,156
7/20/2016,132
7/21/2016,127
7/22/2016,120
7/23/2016,133.19
7/24/2016,127.1
7/25/2016,157
7/26/2016,155
7/27/2016,139
7/28/2016,126
7/29/2016,130
7/30/2016,128.06
7/31/2016,126.64
8/1/2016,157
8/2/2016,167
8/3/2016,139
8/4/2016,126
8/5/2016,119
8/6/2016,126.9
8/7/2016,130.15
8/8/2016,144
8/9/2016,153
8/10/2016,123
8/11/2016,118
8/12/2016,131
8/13/2016,132.32
8/14/2016,125.92
8/15/2016,156
8/16/2016,161
8/17/2016,134
8/18/2016,137
8/19/2016,157
8/20/2016,151.33
8/21/2016,147.21
8/22/2016,203
8/23/2016,214
8/24/2016,160
8/25/2016,171
8/26/2016,210
8/27/2016,198.68
8/28/2016,192.95
8/29/2016,208
8/30/2016,214
8/31/2016,170
9/1/2016,157
9/2/2016,212
9/3/2016,202.29
9/4/2016,206.5
9/5/2016,239.6
9/6/2016,242
9/7/2016,207
9/8/2016,206
9/9/2016,193
9/10/2016,194.89
9/11/2016,232.92
9/12/2016,289
9/13/2016,264
9/14/2016,188
9/15/2016,205
9/16/2016,200
9/17/2016,218.06
9/18/2016,254.91
9/19/2016,235
9/20/2016,245
9/21/2016,188
9/22/2016,186
9/23/2016,183
9/24/2016,186.73
9/25/2016,204.34
9/26/2016,157
9/27/2016,161
9/28/2016,129
9/29/2016,146
9/30/2016,183
10/1/2016,173.13
10/2/2016,152.18
10/3/2016,204
10/4/2016,196
10/5/2016,152
10/6/2016,173
10/7/2016,182
10/8/2016,167.07
10/9/2016,153.02
10/10/2016,150.98
10/11/2016,183
10/12/2016,151
10/13/2016,135
10/14/2016,118
10/15/2016,137.58
10/16/2016,137.49
10/17/2016,69
10/18/2016,54
10/19/2016,52
10/20/2016,42
10/21/2016,67
10/22/2016,127.92
10/23/2016,99.57
10/24/2016,93
10/25/2016,101
10/26/2016,82
10/27/2016,80
10/28/2016,27
10/29/2016,57.9
10/30/2016,65.76
10/31/2016,47
11/1/2016,55
11/2/2016,49
11/3/2016,61
11/4/2016,65
11/5/2016,78.32
11/6/2016,71.11
11/7/2016,101
11/8/2016,100
11/9/2016,101
11/10/2016,88
11/11/2016,92.84
11/12/2016,81.88
11/13/2016,78.29
11/14/2016,104
11/15/2016,103
11/16/2016,76
11/17/2016,61
11/18/2016,67
11/19/2016,74.62
11/20/2016,72.06
11/21/2016,28
11/22/2016,4
11/23/2016,36
11/24/2016,77.46
11/25/2016,43
11/26/2016,44.85
11/27/2016,49.31
11/28/2016,26
11/29/2016,35
11/30/2016,29
12/1/2016,25
12/2/2016,27
12/3/2016,30.54
12/4/2016,30.91
12/5/2016,34
12/6/2016,34
12/7/2016,30
12/8/2016,22
12/9/2016,18
12/10/2016,28.25
12/11/2016,27
12/12/2016,21
12/13/2016,27
12/14/2016,19
12/15/2016,6
12/16/2016,5
12/17/2016,23.44
12/18/2016,20.48
12/19/2016,20.71
12/20/2016,23.9
12/21/2016,60.33
12/22/2016,56.61
12/23/2016,17.15
12/24/2016,18.26
12/25/2016,26
12/26/2016,57.96
12/27/2016,23.38
12/28/2016,61.4
12/29/2016,53.52
12/30/2016,20.19
12/31/2016,19.85
1/1/2017,18.33
1/2/2017,18.07
1/3/2017,22.59
1/4/2017,73.5
1/5/2017,59.41
1/6/2017,21.02
1/7/2017,20.83
1/8/2017,19.71
1/9/2017,18.39
1/10/2017,31.91
1/11/2017,119.05
1/12/2017,63.45
1/13/2017,132.07
1/14/2017,131.49
1/15/2017,127.85
1/16/2017,126.9
1/17/2017,137.77
1/18/2017,72.39
1/19/2017,72.39
1/20/2017,72.39
1/21/2017,72.39
1/22/2017,72.33
1/23/2017,72.33
1/24/2017,72.33
1/25/2017,72.33
1/26/2017,72.33
1/27/2017,72.33
1/28/2017,72.28
1/29/2017,72.28
1/30/2017,72.28
1/31/2017,72.28
2/1/2017,72.28
2/2/2017,72.28
2/3/2017,72.23
2/4/2017,72.23
2/5/2017,72.23
2/6/2017,72.23
2/7/2017,72.23
2/8/2017,72.23
2/9/2017,72.18
2/10/2017,72.18
2/11/2017,72.18
2/12/2017,72.18
2/13/2017,72.18
2/14/2017,72.18
2/15/2017,72.14
2/16/2017,72.14
2/17/2017,72.14
2/18/2017,72.14
2/19/2017,72.14
2/20/2017,72.14
2/21/2017,72.11
2/22/2017,72.11
2/23/2017,72.11
2/24/2017,72.11
2/25/2017,72.11
2/26/2017,72.11
2/27/2017,72.08
2/28/2017,72.08
3/1/2017,72.08
3/2/2017,72.08
3/3/2017,72.08
3/4/2017,72.08
3/5/2017,72.05
3/6/2017,72.05
3/7/2017,72.05
3/8/2017,72.05
3/9/2017,72.05
3/10/2017,72.05
3/11/2017,72.02
3/12/2017,72.02
3/13/2017,75
3/14/2017,16
3/15/2017,44
3/16/2017,78
3/17/2017,94
3/18/2017,78.37
3/19/2017,73.98
3/20/2017,157
3/21/2017,5
3/22/2017,102
3/23/2017,147
3/24/2017,122
3/25/2017,122.61
3/26/2017,124.66
3/27/2017,211
3/28/2017,203
3/29/2017,146
3/30/2017,205
3/31/2017,243
4/1/2017,230.96
4/2/2017,240.28
4/3/2017,348
4/4/2017,347
4/5/2017,235
4/6/2017,373
4/7/2017,226
4/8/2017,246.25
4/9/2017,285.64
4/10/2017,384
4/11/2017,384
4/12/2017,293
4/13/2017,312
4/14/2017,373
4/15/2017,320.89
4/16/2017,314.36
4/17/2017,415
4/18/2017,100
4/19/2017,178
4/20/2017,245
4/21/2017,311
4/22/2017,275.5
4/23/2017,316.06
4/24/2017,525
4/25/2017,496
4/26/2017,416
4/27/2017,421
4/28/2017,411
4/29/2017,394.29
4/30/2017,376.54
5/1/2017,467
5/2/2017,512
5/3/2017,419
5/4/2017,433
5/5/2017,425
5/6/2017,442.74
5/7/2017,416.26
5/8/2017,417
5/9/2017,402
5/10/2017,350
5/11/2017,376
5/12/2017,379
5/13/2017,407.72
5/14/2017,433.01
5/15/2017,485
5/16/2017,442
5/17/2017,390
5/18/2017,351
5/19/2017,317
5/20/2017,318.19
5/21/2017,357.26
5/22/2017,257
5/23/2017,371
5/24/2017,320
5/25/2017,257
5/26/2017,286
5/27/2017,270.92
5/28/2017,298.53
5/29/2017,295.9
5/30/2017,359
5/31/2017,342
6/1/2017,277
6/2/2017,297
6/3/2017,276.85
6/4/2017,287.8
6/5/2017,328
6/6/2017,332
6/7/2017,270
6/8/2017,218
6/9/2017,239
6/10/2017,260.26
6/11/2017,274.61
6/12/2017,267
6/13/2017,247
6/14/2017,207
6/15/2017,188
6/16/2017,204
6/17/2017,235.68
6/18/2017,235.34
6/19/2017,262
6/20/2017,279
6/21/2017,220
6/22/2017,196
6/23/2017,191
6/24/2017,223.62
6/25/2017,214.87
6/26/2017,256
6/27/2017,263
6/28/2017,244
6/29/2017,199
6/30/2017,208
7/1/2017,226.98
7/2/2017,225.65
7/3/2017,256
7/4/2017,231.72
7/5/2017,192
7/6/2017,235
7/7/2017,196
7/8/2017,193.46
7/9/2017,191.86
7/10/2017,234
7/11/2017,263
7/12/2017,221
7/13/2017,191
7/14/2017,187
7/15/2017,187.6
7/16/2017,188.96
7/17/2017,180
7/18/2017,177
7/19/2017,134
7/20/2017,150
7/21/2017,129
7/22/2017,150.34
7/23/2017,152.44
7/24/2017,167
7/25/2017,164
7/26/2017,132
7/27/2017,131
7/28/2017,135
7/29/2017,144.55
7/30/2017,144.67
7/31/2017,155
8/1/2017,149
8/2/2017,136
8/3/2017,134
8/4/2017,130
8/5/2017,127.22
8/6/2017,137.68
8/7/2017,152
8/8/2017,136
8/9/2017,108
8/10/2017,99
8/11/2017,119
8/12/2017,138
8/13/2017,124.55
8/14/2017,116
8/15/2017,165
8/16/2017,136
8/17/2017,109
8/18/2017,120
8/19/2017,116.09
8/20/2017,135.68
8/21/2017,139
8/22/2017,155
8/23/2017,132
8/24/2017,113
8/25/2017,136
8/26/2017,131.71
8/27/2017,133.52
8/28/2017,170
8/29/2017,185
8/30/2017,159
8/31/2017,151
9/1/2017,153
9/2/2017,150.26
9/3/2017,159.82
9/4/2017,160.59
9/5/2017,109
9/6/2017,80
9/7/2017,139
9/8/2017,159
9/9/2017,145.6
9/10/2017,143.69
9/11/2017,182
9/12/2017,188
9/13/2017,140
9/14/2017,175
9/15/2017,190
9/16/2017,170.2
9/17/2017,171.52
9/18/2017,203
9/19/2017,197
9/20/2017,161
9/21/2017,164
9/22/2017,167
9/23/2017,177.44
9/24/2017,179.05
9/25/2017,184
9/26/2017,181
9/27/2017,145
9/28/2017,157
9/29/2017,178
9/30/2017,164.09
10/1/2017,168.79
10/2/2017,197
10/3/2017,202
10/4/2017,154
10/5/2017,132
10/6/2017,162
10/7/2017,185.13
10/8/2017,208.42
10/9/2017,177.29
10/10/2017,188
10/11/2017,140
10/12/2017,132
10/13/2017,143
10/14/2017,135.91
10/15/2017,170.39
10/16/2017,158
10/17/2017,169
10/18/2017,138
10/19/2017,143
10/20/2017,147
10/21/2017,138.26
10/22/2017,150.93
10/23/2017,122
10/24/2017,126
10/25/2017,95
10/26/2017,96
10/27/2017,115
10/28/2017,109.43
10/29/2017,116.33
10/30/2017,131
10/31/2017,94
11/1/2017,103
11/2/2017,99
11/3/2017,102
11/4/2017,111.06
11/5/2017,96.2
11/6/2017,104
11/7/2017,112
11/8/2017,92
11/9/2017,76
11/10/2017,82.58
11/11/2017,87.66
11/12/2017,86.96
11/13/2017,100
11/14/2017,102
11/15/2017,97
11/16/2017,90
11/17/2017,80
11/18/2017,80.33
11/19/2017,85.59
11/20/2017,99
11/21/2017,104
11/22/2017,86
11/23/2017,93.99
11/24/2017,91
11/25/2017,87.2
11/26/2017,84.4
11/27/2017,107
11/28/2017,92
11/29/2017,76
11/30/2017,59
12/1/2017,71
12/2/2017,73.01
12/3/2017,66.88
12/4/2017,80
12/5/2017,69
12/6/2017,44
12/7/2017,52
12/8/2017,42
12/9/2017,45.84
12/10/2017,46.3
12/11/2017,50
12/12/2017,59
12/13/2017,59
12/14/2017,44
12/15/2017,46
12/16/2017,46.38
12/17/2017,42.46
12/18/2017,46
12/19/2017,50
12/20/2017,38
12/21/2017,29
12/22/2017,16
12/23/2017,28.42
12/24/2017,31.19
12/25/2017,65.87
12/26/2017,22
12/27/2017,29
12/28/2017,27
12/29/2017,23
12/30/2017,27.91
12/31/2017,24.4
1/1/2018,24.29
1/2/2018,28
1/3/2018,31
1/4/2018,13
1/5/2018,9
1/6/2018,21.94
1/7/2018,21.05
1/8/2018,19.87
1/9/2018,21.96
1/10/2018,59.87
1/11/2018,5
1/12/2018,1
1/13/2018,17.89
1/14/2018,17.99
1/15/2018,17.32
1/16/2018,21.08
1/17/2018,58.24
1/18/2018,52.49
1/19/2018,22.64
1/20/2018,22.17
1/21/2018,19.29
1/22/2018,18
1/23/2018,23.14
1/24/2018,55.05
1/25/2018,63.55
1/26/2018,52.37
1/27/2018,18.78
1/28/2018,18.24
1/29/2018,18.35
1/30/2018,25.2
1/31/2018,64.13
2/1/2018,92.31
2/2/2018,57.57
2/3/2018,21.9
2/4/2018,21.48
2/5/2018,18.22
2/6/2018,32
2/7/2018,26
2/8/2018,23
2/9/2018,38
2/10/2018,58.93
2/11/2018,65.12
2/12/2018,37
2/13/2018,42
2/14/2018,21
2/15/2018,22
2/16/2018,30
2/17/2018,58.84
2/18/2018,62.99
2/19/2018,63.08
2/20/2018,24
2/21/2018,19
2/22/2018,16
2/23/2018,31
2/24/2018,59.23
2/25/2018,60.5
2/26/2018,54
2/27/2018,54
2/28/2018,41
3/1/2018,22
3/2/2018,25
3/3/2018,58.94
3/4/2018,50.81
3/5/2018,41
3/6/2018,54
3/7/2018,58.51
3/8/2018,66.96
3/9/2018,75.93
3/10/2018,29.76
3/11/2018,27.03
3/12/2018,102
3/13/2018,40
3/14/2018,40
3/15/2018,77
3/16/2018,32
3/17/2018,38.92
3/18/2018,52.36
3/19/2018,65
3/20/2018,25
3/21/2018,3
3/22/2018,58.81
3/23/2018,75.21
3/24/2018,36.1
3/25/2018,33.08
3/26/2018,33.99
3/27/2018,25
3/28/2018,19
3/29/2018,29
3/30/2018,48
3/31/2018,39.51
4/1/2018,33.16
4/2/2018,113
4/3/2018,103
4/4/2018,117
4/5/2018,135
4/6/2018,217
4/7/2018,202.36
4/8/2018,206.54
4/9/2018,407
4/10/2018,430
4/11/2018,243
4/12/2018,311
4/13/2018,312
4/14/2018,287.53
4/15/2018,277.69
4/16/2018,426
4/17/2018,382
4/18/2018,275
4/19/2018,234
4/20/2018,306
4/21/2018,315.32
4/22/2018,325.88
4/23/2018,438
4/24/2018,477
4/25/2018,392
4/26/2018,353
4/27/2018,344
4/28/2018,322.91
4/29/2018,349.13
4/30/2018,516
5/1/2018,506
5/2/2018,453
5/3/2018,421
5/4/2018,507
5/5/2018,385.14
5/6/2018,365.88
5/7/2018,680
5/8/2018,686
5/9/2018,584
5/10/2018,499
5/11/2018,464
5/12/2018,473.45
5/13/2018,437.24
5/14/2018,562
5/15/2018,467
5/16/2018,455
5/17/2018,405
5/18/2018,417
5/19/2018,465.92
5/20/2018,450.76
5/21/2018,532
5/22/2018,432
5/23/2018,377
5/24/2018,365
5/25/2018,332
5/26/2018,342.15
5/27/2018,403.38
5/28/2018,430.73
5/29/2018,436
5/30/2018,386
5/31/2018,342
6/1/2018,320
6/2/2018,325.25
6/3/2018,339.74
6/4/2018,416
6/5/2018,364
6/6/2018,370
6/7/2018,305
6/8/2018,282
6/9/2018,301.17
6/10/2018,277.33
6/11/2018,348
6/12/2018,306
6/13/2018,271
6/14/2018,227
6/15/2018,244
6/16/2018,249.85
6/17/2018,243.91
6/18/2018,258
6/19/2018,242
6/20/2018,212
6/21/2018,227
6/22/2018,207
6/23/2018,241.41
6/24/2018,241.9
6/25/2018,282
6/26/2018,278
6/27/2018,252
6/28/2018,201
6/29/2018,188
6/30/2018,240.94
7/1/2018,228.95
7/2/2018,270
7/3/2018,243
7/4/2018,240.3
7/5/2018,212
7/6/2018,182
7/7/2018,212.16
7/8/2018,216.86
7/9/2018,212
7/10/2018,206
7/11/2018,182
7/12/2018,159
7/13/2018,161
7/14/2018,190.65
7/15/2018,167.53
7/16/2018,224
7/17/2018,191
7/18/2018,171
7/19/2018,149
7/20/2018,163
7/21/2018,161.53
7/22/2018,152.75
7/23/2018,213
7/24/2018,186
7/25/2018,156
7/26/2018,140
7/27/2018,137
7/28/2018,153.28
7/29/2018,154.97
7/30/2018,178
7/31/2018,155
8/1/2018,139
8/2/2018,148
8/3/2018,135
8/4/2018,140.54
8/5/2018,137.53
8/6/2018,162
8/7/2018,145
8/8/2018,130
8/9/2018,119
8/10/2018,123
8/11/2018,129.23
8/12/2018,120.76
8/13/2018,166
8/14/2018,152
8/15/2018,137
8/16/2018,114
8/17/2018,89
8/18/2018,105.56
8/19/2018,106.27
8/20/2018,166
8/21/2018,143
8/22/2018,127
8/23/2018,118
8/24/2018,124
8/25/2018,121.75
8/26/2018,122.17
8/27/2018,172
8/28/2018,151
8/29/2018,121
8/30/2018,129
8/31/2018,124
9/1/2018,124.12
9/2/2018,134.81
9/3/2018,122.3
9/4/2018,200
9/5/2018,163
9/6/2018,149
9/7/2018,150
9/8/2018,148.01
9/9/2018,158.25
9/10/2018,193
9/11/2018,196
9/12/2018,135
9/13/2018,150
9/14/2018,167
9/15/2018,165.84
9/16/2018,163.94
9/17/2018,216
9/18/2018,218
9/19/2018,159
9/20/2018,160
9/21/2018,173
9/22/2018,180.67
9/23/2018,189.59
9/24/2018,228
9/25/2018,246
9/26/2018,174
9/27/2018,173
9/28/2018,181
9/29/2018,181.93
9/30/2018,212.83
10/1/2018,219
10/2/2018,230
10/3/2018,26
10/4/2018,147
10/5/2018,161
10/6/2018,144.02
10/7/2018,156.31
10/8/2018,152.3
10/9/2018,198
10/10/2018,162
10/11/2018,150
10/12/2018,155
10/13/2018,153.61
10/14/2018,175.13
10/15/2018,195
10/16/2018,206
10/17/2018,144
10/18/2018,137
10/19/2018,143
10/20/2018,148.51
10/21/2018,161.7
10/22/2018,193
10/23/2018,213
10/24/2018,137
10/25/2018,151
10/26/2018,153
10/27/2018,155.24
10/28/2018,147.71
10/29/2018,172
10/30/2018,153
10/31/2018,135
11/1/2018,147
11/2/2018,145
11/3/2018,168.84
11/4/2018,189.6
11/5/2018,170
11/6/2018,158
11/7/2018,130
11/8/2018,115
11/9/2018,125
11/10/2018,130.75
11/11/2018,134.76
11/12/2018,139.79
11/13/2018,104
11/14/2018,101
11/15/2018,80
11/16/2018,100
11/17/2018,114.93
11/18/2018,104.45
11/19/2018,128
11/20/2018,151
11/21/2018,130
11/22/2018,115.84
11/23/2018,106
11/24/2018,119.6
11/25/2018,124.03
11/26/2018,110
11/27/2018,102
11/28/2018,28
11/29/2018,5
11/30/2018,28
12/1/2018,59.69
12/2/2018,72.54
12/3/2018,37
12/4/2018,41
12/5/2018,7
12/6/2018,7
12/7/2018,25
12/8/2018,55.53
12/9/2018,50.1
12/10/2018,42
12/11/2018,29
12/12/2018,26
12/13/2018,11
12/14/2018,23
12/15/2018,35.92
12/16/2018,30.62
12/17/2018,14
12/18/2018,33
12/19/2018,36
12/20/2018,36
12/21/2018,41
12/22/2018,48.68
12/23/2018,42.22
12/24/2018,62.36
12/25/2018,31.95
12/26/2018,50
12/27/2018,42
12/28/2018,24
12/29/2018,35.25
12/30/2018,26.67
12/31/2018,13
1/1/2019,21.52
1/2/2019,5
1/3/2019,13
1/4/2019,9
1/5/2019,19.47
1/6/2019,17.84
1/7/2019,18.91
1/8/2019,23.35
1/9/2019,61.1
1/10/2019,58.57
1/11/2019,23.81
1/12/2019,22.17
1/13/2019,19.45
1/14/2019,19.93
1/15/2019,24.37
1/16/2019,62.42
1/17/2019,60.55
1/18/2019,19.81
1/19/2019,20.54
1/20/2019,19.88
1/21/2019,19.52
1/22/2019,23.11
1/23/2019,61.89
1/24/2019,201.7
1/25/2019,110.09
1/26/2019,94.32
1/27/2019,25.58
1/28/2019,21.51
1/29/2019,35.4
1/30/2019,143.6
1/31/2019,66.1
2/1/2019,172.25
2/2/2019,73.74
2/3/2019,129.13
2/4/2019,127
2/5/2019,139.8
2/6/2019,74.23
2/7/2019,74.23
2/8/2019,74.23
2/9/2019,74.23
2/10/2019,74.23
2/11/2019,74.14
2/12/2019,74.14
2/13/2019,74.14
2/14/2019,74.14
2/15/2019,74.14
2/16/2019,74.14
2/17/2019,74.06
2/18/2019,74.06
2/19/2019,74.06
2/20/2019,74.06
2/21/2019,74.06
2/22/2019,74.06
2/23/2019,73.99
2/24/2019,73.99
2/25/2019,73.99
2/26/2019,73.99
2/27/2019,73.99
2/28/2019,73.99
3/1/2019,73.92
3/2/2019,73.92
3/3/2019,73.92
3/4/2019,73.92
3/5/2019,73.92
3/6/2019,73.92
3/7/2019,73.87
3/8/2019,73.87
3/9/2019,73.87
3/10/2019,73.87
3/11/2019,73.87
3/12/2019,7
3/13/2019,4
3/14/2019,12
3/15/2019,20
3/16/2019,59.51
3/17/2019,62.91
3/18/2019,45
3/19/2019,44
3/20/2019,1
3/21/2019,21
3/22/2019,29
3/23/2019,57.68
3/24/2019,62.67
3/25/2019,46
3/26/2019,33
3/27/2019,58.96
3/28/2019,43
3/29/2019,86
3/30/2019,73.5
3/31/2019,65.89
4/1/2019,159
4/2/2019,181
4/3/2019,120
4/4/2019,182
4/5/2019,170
4/6/2019,187.19
4/7/2019,211.18
4/8/2019,288
4/9/2019,298
4/10/2019,250
4/11/2019,260
4/12/2019,271
4/13/2019,256.13
4/14/2019,255.11
4/15/2019,383
4/16/2019,361
4/17/2019,301
4/18/2019,279
4/19/2019,364
4/20/2019,315.32
4/21/2019,288.13
4/22/2019,532
4/23/2019,474
4/24/2019,359
4/25/2019,424
4/26/2019,448
4/27/2019,332.09
4/28/2019,372.25
4/29/2019,528
4/30/2019,511
5/1/2019,393
5/2/2019,426
5/3/2019,453
5/4/2019,373.55
5/5/2019,349.99
5/6/2019,613
5/7/2019,617
5/8/2019,526
5/9/2019,507
5/10/2019,348
5/11/2019,397.23
5/12/2019,416.64
5/13/2019,585
5/14/2019,598
5/15/2019,548
5/16/2019,281
5/17/2019,440
5/18/2019,513.22
5/19/2019,477.83
5/20/2019,191
5/21/2019,246
5/22/2019,257
5/23/2019,329
5/24/2019,418
5/25/2019,386.26
5/26/2019,386.36
5/27/2019,357.66
5/28/2019,400
5/29/2019,361
5/30/2019,332
5/31/2019,342
6/1/2019,324.13
6/2/2019,362.67
6/3/2019,401
6/4/2019,404
6/5/2019,315
6/6/2019,266
6/7/2019,267
6/8/2019,278.39
6/9/2019,267.32
6/10/2019,322
6/11/2019,331
6/12/2019,304
6/13/2019,250
6/14/2019,259
6/15/2019,272.63
6/16/2019,270.47
6/17/2019,290
6/18/2019,286
6/19/2019,251
6/20/2019,220
6/21/2019,249
6/22/2019,280.85
6/23/2019,224.58
6/24/2019,288
6/25/2019,301
6/26/2019,214
6/27/2019,213
6/28/2019,235
6/29/2019,250.31
6/30/2019,248.83
7/1/2019,275
7/2/2019,278
7/3/2019,213
7/4/2019,234.25
7/5/2019,228
7/6/2019,250.86
7/7/2019,238.71
7/8/2019,275
7/9/2019,272
7/10/2019,218
7/11/2019,217
7/12/2019,226
7/13/2019,224.49
7/14/2019,234.5
7/15/2019,254
7/16/2019,257
7/17/2019,211
7/18/2019,195
7/19/2019,222
7/20/2019,230.1
